No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
697,tltl2001.規定損害金逓減月額累計,規定損害金逓減月額累計,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.規定損害金逓減月額累計）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.規定損害金逓減月額累計」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,規定損害金逓減月額累計に関する金額・税・率などの数値情報
698,tltl2001.規定損害金経過月数,規定損害金経過月数,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.規定損害金経過月数）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.規定損害金経過月数」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,規定損害金経過月数に関する項目
699,tltl2001.課税区分,課税区分,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.課税区分）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.課税区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,課税区分に関する金額・税・率などの数値情報
700,tltl2001.課税対象外区分,課税対象外区分,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.課税対象外区分）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.課税対象外区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,課税対象外区分に関する金額・税・率などの数値情報
701,tltl2001.毎月リース回数,毎月リース回数,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.毎月リース回数）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.毎月リース回数」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,毎月リース回数に関する項目
702,tltl2001.毎月リース額,毎月リース額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.毎月リース額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.毎月リース額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,毎月リース額に関する金額・税・率などの数値情報
703,tltl2001.毎月消費税額,毎月消費税額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.毎月消費税額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.毎月消費税額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,毎月消費税額に関する金額・税・率などの数値情報
704,tltl2001.ボーナス月１,ボーナス月１,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.ボーナス月１）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.ボーナス月１」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ボーナス月１に関する項目
705,tltl2001.ボーナス月２,ボーナス月２,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.ボーナス月２）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.ボーナス月２」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ボーナス月２に関する項目
706,tltl2001.ボーナス月リース額,ボーナス月リース額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.ボーナス月リース額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.ボーナス月リース額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ボーナス月リース額に関する金額・税・率などの数値情報
707,tltl2001.ボーナス月消費税額,ボーナス月消費税額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.ボーナス月消費税額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.ボーナス月消費税額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ボーナス月消費税額に関する金額・税・率などの数値情報
708,tltl2001.中抜け月開始,中抜け月開始,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.中抜け月開始）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.中抜け月開始」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,中抜け月開始に関する項目
709,tltl2001.中抜け月終了,中抜け月終了,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.中抜け月終了）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.中抜け月終了」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,中抜け月終了に関する項目
710,tltl2001.中抜け月リース額,中抜け月リース額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.中抜け月リース額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.中抜け月リース額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,中抜け月リース額に関する金額・税・率などの数値情報
711,tltl2001.中抜け月消費税額,中抜け月消費税額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.中抜け月消費税額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.中抜け月消費税額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,中抜け月消費税額に関する金額・税・率などの数値情報
712,tltl2001.日割初回,日割初回,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.日割初回）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.日割初回」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,日割初回に関する日付/年月情報
713,tltl2001.日割初回リース額,日割初回リース額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.日割初回リース額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.日割初回リース額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,日割初回リース額に関する日付/年月情報
714,tltl2001.日割初回消費税額,日割初回消費税額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.日割初回消費税額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.日割初回消費税額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,日割初回消費税額に関する日付/年月情報
715,tltl2001.日割最終回,日割最終回,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.日割最終回）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.日割最終回」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,日割最終回に関する日付/年月情報
716,tltl2001.日割最終回リース額,日割最終回リース額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.日割最終回リース額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.日割最終回リース額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,日割最終回リース額に関する日付/年月情報
717,tltl2001.日割最終回消費税額,日割最終回消費税額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.日割最終回消費税額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.日割最終回消費税額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,日割最終回消費税額に関する日付/年月情報
718,tltl2001.前払金,前払金,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.前払金）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.前払金」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,前払金に関する項目
719,tltl2001.前払金支払年月日,前払金支払年月日,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.前払金支払年月日）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.前払金支払年月日」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,前払金支払年月日に関する日付/年月情報
720,tltl2001.前払金初回請求区分,前払金初回請求区分,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.前払金初回請求区分）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.前払金初回請求区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,前払金初回請求区分を表す区分/フラグ情報
721,tltl2001.前払金１回数,前払金１回数,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.前払金１回数）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.前払金１回数」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,前払金１回数に関する項目
722,tltl2001.前払金１,前払金１,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.前払金１）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.前払金１」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,前払金１に関する項目
723,tltl2001.前払金２回数自,前払金２回数自,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.前払金２回数自）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.前払金２回数自」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,前払金２回数自に関する項目
724,tltl2001.前払金２回数至,前払金２回数至,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.前払金２回数至）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.前払金２回数至」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,前払金２回数至に関する項目
725,tltl2001.前払金２回当,前払金２回当,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.前払金２回当）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.前払金２回当」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,前払金２回当に関する項目
726,tltl2001.前払金３回数自,前払金３回数自,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.前払金３回数自）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.前払金３回数自」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,前払金３回数自に関する項目
